idqr	status	status_lock	startdate	enddate	lastact	loi	lastlogic	lastq	hist	ip	ssid	machine	sinvite	stype	survey_m	rd_name	rd_tel	QUOTA_GENDER	QUOTA_AGE	QUOTA_LOCATION	QUOTA_GBKK	QUOTA_SES	QUOTA_BUMO	s1	s2	s3	s3_1	s3_2	s3_3	s4	s5	s6	s7ar1001	s7ar1002	s7ar1003	s7ar1004	s7ar1999	s7ar2001	s7ar2002	s7ar2003	s7ar2004	s7ar2005	s7ar2006	s7ar2007	s7ar2008	s7ar2009	s7ar2010	s7ar2011	s7ar2012	s7ar2999	s7ar3001	s7ar3002	s7ar3003	s7ar3004	s7ar3999	s7ar4000	s7ar5000	s7ar6000	s7ar7000	s7ar8000	s7ar9000	s7ar1000	s7ar1100	s7ar1200	s7ar1300	s7ar99	s7br1001	s7br1002	s7br1003	s7br1004	s7br1999	s7br2001	s7br2002	s7br2003	s7br2004	s7br2005	s7br2006	s7br2007	s7br2008	s7br2009	s7br2010	s7br2011	s7br2012	s7br2999	s7br3001	s7br3002	s7br3003	s7br3004	s7br3999	s7br4000	s7br5000	s7br6000	s7br7000	s7br8000	s7br9000	s7br1000	s7br1100	s7br1200	s7br1300	s7c	s7dr1001	s7dr1002	s7dr1003	s7dr1004	s7dr1999	s7dr2001	s7dr2002	s7dr2003	s7dr2004	s7dr2005	s7dr2006	s7dr2007	s7dr2008	s7dr2009	s7dr2010	s7dr2011	s7dr2012	s7dr2999	s7dr3001	s7dr3002	s7dr3003	s7dr3004	s7dr3999	s7dr4000	s7dr5000	s7dr6000	s7dr7000	s7dr8000	s7dr9000	s7dr1000	s7dr1100	s7dr1200	s7dr1300	s7dr99	cell	s8	s9	s10	l0	cell1	cell2	cell3	cell4	q0	q1_1	q2_1	q3_1	q4_1	q5_1	q6_1	q7_1	q8_1	q9_1	q1_2	q2_2	q3_2	q4_2	q5_2	q6_2	q7_2	q8_2	q9_2	q1_3	q2_3	q3_3	q4_3	q5_3	q6_3	q7_3	q8_3	q9_3	q1_4	q2_4	q3_4	q4_4	q5_4	q6_4	q7_4	q8_4	q9_4	q10a1	q10a2	q10a3	q10a4	q11a1	q11a2	q11a3	q11a4	q12	q13	q14	n0	cellp1	cellp2	cellp3	cellp4	q15_1	q15_2	q15_3	q15_4	q16a1	q16a2	q16a3	q16a4
264	FINISH		2.02603E+13	2.02603E+13	2.02603E+13		38	thank	intro;s1;s3_2;s3_3;s3;s5;s6;s7a;s7b;s7c;s7d;s8;s10;quota;l0;q0;q1_2;q4_2;q1_1;q4_1;q1_3;q4_3;q1_4;q4_4;q10;q11;q13;n0;q15_2;q15_1;q15_3;q15_4;q16;q12;	1.47.202.221	1211593158	"Browser:Chrome, Version:145.0.7632.80, OS:Android, OSVer:15, isMobile:false, Screen:Current Resolution: 800x1280, Available Resolution: 800x1280, Color Depth: 24, Device XDPI: undefined, Device YDPI: undefined, UseCookie:true"	sms			วันวิภา ทองเผือก	824818774	1	1	5	3	1	2	2	2	5	3	9	2	5	4	1	1		1			1													1		1			1										0	1																		1															3001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	7	9	1	16	2	1	3	4	1	6	5	4	1	4	4	4	4	5	6	5	4	1	5	4	4	4	4	6	5	4	1	4	4	4	4	4	7	5	5	1	5	5	5	5	5	4	1	3	2	4	1	2	3	A-มีฟองซ่าดูจากรูปวงกลมบนฉลากทำใหรู้สึกซาบซ่าชวนดื่ม B-สีฉลากมีลวดลายคล้ายภาษาอังกฤษเบาบางทำให้ดูเป็นสากล C-ฉลากมีลายคล้ายก้อนน้ำแข็งทำให้ดูเย็นซ่าสดขื่น D-ฉลากสีพื้นไม่มีลวดลายมองแล้วสบายตา W-spyดูดีมีมิติจากการตัดเส้นสีดำทำให้น่ามองมากขึ้น X-spyสีแดงตัวหนังสือใหญ่ทำให้เห็นชัด Y-ต้วหนังสือสีแดงเขียนด้วยตัวพิมพ์ใหญ่มองเห็นชัดเจน Z-spyสีแดงตัวพิมพ์เล็กเขียนตัวใหญ่เพิ่มจุด3จุดที่ตัวyทำให้ดูวัยรุ่น	1	5	16	2	1	3	4	7	6	6	7	4	1	3	2
265	FINISH		2.02603E+13	2.02603E+13	2.02603E+13		38	thank	intro;s1;s3_2;s3_3;s3;s5;s6;s7a;s7b;s7c;s7d;s8;s10;quota;l0;q0;q1_3;q4_3;q1_4;q4_4;q1_2;q4_2;q1_1;q4_1;q10;q11;q13;n0;q15_3;q15_4;q15_1;q15_2;q16;q12;	184.22.41.23	1360897711	"Browser:Chrome, Version:145.0.7632.79, OS:Android, OSVer:13, isMobile:false, Screen:Current Resolution: 601x1007, Available Resolution: 601x1007, Color Depth: 24, Device XDPI: undefined, Device YDPI: undefined, UseCookie:true"	sms			อารยา ต่อตระกูล	626820739	1	1	5	3	2	2	2	2	5	4	9	2	3	4	1	1		0																	1				1										0	1																			1														3002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	9	1	21	3	4	2	1	1	7	5	5	1	5	5	5	5	5	7	5	5	1	5	5	5	5	5	6	5	4	1	5	5	5	5	5	7	5	5	1	5	5	5	5	5	4	1	2	3	4	1	2	3	A - มีฟองอากาศ ทำให้รู้สึก ดื่มแล้วสดชื่นน่าลอง B - มีตัวหนังสือภาษาอังกฤษตัวพิมพ์ใหญ่ตัวบางๆและตัวหนาๆ ทำให้ดูเป็นสากล C - มีลวดลายดูเหมือนเป็นลายน้ำทำให้ดูแปลกตาทำให้น่าลองดื่ม D - ที่ฉลากมีลักษณะเหมือนเป็นลายไทย ทำให้ดูอินเทรน และกำลังเป็นที่นิยม W - คำว่า spy พื้นสีแดงดำมีลักษณะ เป็น 3 มิติดูเข้ากันได้ดี X - คำว่า spy ตัว P มีส่วนโค้งส่วนเว้าทำให้ดูแปลกตา Y - คำว่า wine ตัว I เป็นรูปขวดสปายดูแปลกใหม่ เหมาะสำหรับเป็น เครื่องดื่มสปาย Z - คำว่า Spy ตัว Y มีรูปจุด 3 จุดทำให้ดูเป็นวัยรุ่นและทันสมัย	1	5	21	3	4	1	2	7	6	7	7	4	1	3	2
266	FINISH		2.02603E+13	2.02603E+13	2.02603E+13		38	thank	intro;s1;s3_2;s3_3;s3;s5;s6;s7a;s7b;s7c;s7d;s8;s10;quota;l0;q0;q1_4;q4_4;q1_1;q4_1;q1_2;q4_2;q1_3;q4_3;q10;q11;q13;n0;q15_4;q15_1;q15_3;q15_2;q16;q12;	49.229.209.166	3374313089	"Browser:Chrome, Version:145.0.7632.120, OS:Android, OSVer:13, isMobile:false, Screen:Current Resolution: 601x1007, Available Resolution: 601x1007, Color Depth: 24, Device XDPI: undefined, Device YDPI: undefined, UseCookie:true"	sms			อนาวิน เมธานนท์	815374379	2	1	5	3	2	2	1	2	5	4	9	2	3	3	1	1			1															1					0	0		0							0	1			1															1															3001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	9	1	22	4	1	2	3	1	7	5	5	1	5	5	5	5	5	6	5	5	1	5	5	5	5	5	7	5	5	1	5	5	5	5	5	7	5	5	1	5	5	5	5	5	1	4	3	2	1	4	3	2	A - มีรูปกลมๆ คล้ายายฟองสบู่ อยู่บนฉลากสีชมพู B - มีตัวอักษรภาษาอังกฤษ A และ U ตัวหนาและตัวบางอยู่บนฉลาก C - มีลวดลาย เป็นเหมือนลายหินอ่อนบนกระเบื้องอยู่บนฉลากสีชมพู D - มีลวดลายเหมือนลายเขียนหินบนผนังถ้ำ อยู่บนฉลากสีชมพู W - คำว่า Spy ตัวหนังสือสีแดงบนพื้นสีดำดูเป็น 3 มิติ X - คำว่า spy ตัว P มีส่วนเว้าส่วนโค้งดูแปลกตา Y - คำว่า spy ดูเห็นเด่นชัดเพิ่มลูกเล่น ตรงคำว่า wine ตัว I เป็นรูปขวดสปายดูเข้ากันดี Z - คำว่า spy ตัว Y มีลูกเล่นเป็นวงกลม 3 วง เหมือนฟองสบู่	1	5	22	4	1	3	2	7	7	6	7	1	4	2	3
267	FINISH		2.02603E+13	2.02603E+13	2.02603E+13		38	thank	intro;s1;s3_2;s3_3;s3;s5;s6;s7a;s7b;s7c;s7d;s8;s10;quota;l0;q0;q1_4;q4_4;q1_2;q4_2;q1_1;q4_1;q1_3;q4_3;q10;q11;q13;n0;q15_4;q15_2;q15_1;q15_3;q16;q12;	49.229.209.166	3374313089	"Browser:Chrome, Version:145.0.7632.120, OS:Android, OSVer:13, isMobile:false, Screen:Current Resolution: 601x1007, Available Resolution: 601x1007, Color Depth: 24, Device XDPI: undefined, Device YDPI: undefined, UseCookie:true"	sms			ภูริศ เฟื่องฟู	947574509	2	1	5	3	1	2	1	2	5	4	9	2	5	3	1	1																		1					1										0	1																		1					1										3001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	9	1	23	4	2	1	3	1	7	5	5	1	5	5	5	5	5	6	5	4	1	5	5	5	5	5	7	5	5	1	5	5	5	5	5	7	5	5	1	5	5	5	5	5	4	1	3	2	4	1	3	2	A - มีรูปฟองคล้ายฟองซ่าทำให้รู้สึกดื่มแล้วสดชื่น B - มีตัวหนังสือ acu ตัวหนาๆบางๆดูเป็นสากล C - มีลวดลายเป็นลายน้ำดูแปลกตาทำให้น่าลองดื่ม D - มีลวดลายเป็นลายไทยดูเป็นที่นิยม W - คำว่า spy ดูเป็น 3 มิติดูโดดเด่นดี X - คำว่า spy ตัว P มีส่วนลดส่วนโค้งทำให้ดูสะดุดตา Y - คำว่า wine ตัว I เป็นรูปขวดสปายดูเข้ากันได้ดี Z - คำว่า spy ตัว y มีวงกลม 3 วง ทำให้ดูเป็นวัยรุ่นและทันสมัยดี	1	5	23	4	2	1	3	7	6	6	7	4	1	2	3
268	FINISH		2.02603E+13	2.02603E+13	2.02603E+13		38	thank	intro;s1;s3_2;s3_3;s3;s5;s6;s7a;s7b;s7c;s7d;s8;s10;quota;l0;q0;q1_4;q4_4;q1_3;q4_3;q1_2;q4_2;q1_1;q4_1;q10;q11;q13;n0;q15_4;q15_3;q15_2;q15_1;q16;q12;	49.229.209.166	3374313089	"Browser:Chrome, Version:145.0.7632.120, OS:Android, OSVer:13, isMobile:false, Screen:Current Resolution: 601x1007, Available Resolution: 601x1007, Color Depth: 24, Device XDPI: undefined, Device YDPI: undefined, UseCookie:true"	sms			ปรารถนา เปรมโชติ	948342078	1	1	5	3	3	2	2	2	5	4	9	2	4	4	1	1			1																1															1			1																1														3002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	9	1	24	4	3	2	1	1	7	5	5	1	5	5	5	5	5	7	5	5	1	5	5	5	5	5	6	5	5	1	5	5	5	5	5	7	5	5	1	5	5	5	5	5	1	2	4	3	1	2	4	3	A - ฉลากสีชมพูมีวงกลมเหมือนฟองอากาศสื่อถึงความซ่าสดชื่น B - ตัวหนังสือเป็นสีขาวทั้งคำว่า Spy และ Classic เป็นตัวพิมพ์ใหญ่ ดูเด่นสะดุดตาดี C - พื้นฉลากมีลายน้ำแข็งที่ละลาย สื่อถึงความเย็นสดชื่น D - คำว่า spy สีขาว ตัดกับพื้นสีชมพูดูหวานละมุน W - คำว่า Spy สีแดงตัดกับสีดำเน้นให้เห็นตัวหนังสือ ดูชัดเจนดี X - คำว่า spy สีแดงพื้นๆไม่ค่อยโดดเด่น แต่คำว่า wine ตัว I มีลูกเล่นคล้ายขวดทำให้ดูดีมากขึ้น Y - คำว่า spy เป็นสีแดงพื้นๆไม่โดดเด่น แต่คำวุ่นวายมีความแตกต่าง ทำตัวไอเป็นตัวขวด ทำให้ชวนดื่ม Z - คำว่า spy เพิ่มความแปลกใหม่ด้วย จุด 3 จุด ที่ตัว y ทำให้ดูเป็นวัยรุ่น	1	5	24	4	3	2	1	7	6	6	7	1	4	3	2
269	FINISH		2.02602E+13	2.02602E+13	2.02602E+13		38	thank	intro;s1;s3_2;s3_3;s3;s5;s6;s7a;s7b;s7c;s7d;s8;s10;quota;l0;q0;q1_1;q4_1;q1_2;q4_2;q1_3;q4_3;q1_4;q4_4;q10;q11;q13;n0;q15_1;q15_2;q15_3;q15_4;q16;q12;	49.229.174.43	38751223	"Browser:Chrome, Version:145.0.0.0, OS:Android, OSVer:10, isMobile:true, Screen:Current Resolution: 732x458, Available Resolution: 732x458, Color Depth: 24, Device XDPI: undefined, Device YDPI: undefined, UseCookie:true"	sms			ธนายุทธ อินหลงเหลา	658497015	2	1	5	3	2	2	1	2	5	4	9	2	3	1	1	1																		1	1	0			1										0	1																		1	1				1										3002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	9	1	13	1	2	3	4	1	6	4	4	2	4	5	4	5	4	6	4	4	2	5	4	5	4	5	5	4	3	2	4	3	3	4	3	6	5	5	1	5	4	5	5	5	4	2	1	3	4	2	1	3	A - ดีไซน์โดยรวมๆที่เป็นพื้นสีชมพูและมีลวดลายวงกลมๆมีความเก๋ดีไม่ล้าสมัย ลวดลายที่เป็นวงกลมคล้ายฟองซ่าเหมือนดื่มแล้วทำให้สดชื่น B - พื้นสีชมพูที่มีลวดลายตัวหนังสือภาษาอังกฤษสีชมพูตัวหนังสือไม่เยอะเกินไปทำให้มองแล้วสบายตาดูไม่รกเลอะเทอะ ตัวหนังสือภาษาอังกฤษสีขาวคำว่า spy wine cooler คำว่า CLASSIC เป็นสีขาวทำให้มองเห็นเด่นชัดมองเห็นได้ชัดเจนดี C - ลวดลายที่อยู่บนพื้นสีชมพูไม่ค่อยโดดเด่นดูไม่ค่อยชัดเจนว่าเป็นลวดลายอะไรดูเรียบง่ายเกินไป D - ลวดลายที่พื้นสีชมพูดูเป็นศิลปะแนวๆอาร์ตๆดีดูสวยดูคลาสสิคเหมาะกับสปายรสชาติคลาสสิค คำว่า spy ดูมีมิติสวยงามเพราะมีการตัดขอบสีดำทำให้ตัวหนังสือเด่นขึ้น และตัว s ดูมี curve มีส่วนเว้าโค้งดูเท่ห์ดี W - ตัวหนังสือมีการตัดขอบสีดำทำให้เน้นความชัดเจนเด่นชัดของคำมากขึ้นดูสวยดูมีมิติ X - ตัว p ในคำว่า spy มีลูกเล่นมีส่วนโค้งตรงมุมทำให้ดูเก๋ขึ้นมานิดนึง และตัว i ดูเป็นรูปขวดดูเท่ห์ดี Y - ตัว i ตรงคำว่า wine ดูเป็นรูปขวดดูเท่ห์ดี แต่คำว่า SPY ดูเป็นทางการไปหน่อยเป็นตัวพิมพ์ดูไม่ค่อยมีลูกเล่นให้ดึงดูดใจ  Z - โลโก้คำว่า SPY ดูเท่ห์ดี ดูทันสมัยเหมาะกับวัยรุ่น ตัว y มีลูกเล่นจุด 3 จุด ดูแปลกแหวกแนวแตกต่างจากยี่ห้ออื่นๆ 	1	5	13	1	2	3	4	6	5	5	7	4	1	2	3
270	FINISH		2.02602E+13	2.02602E+13	2.02602E+13		38	thank	intro;s1;s3_2;s3_3;s3;s5;s6;s7a;s7b;s7c;s7d;s8;s10;quota;l0;q0;q1_1;q4_1;q1_3;q4_3;q1_4;q4_4;q1_2;q4_2;q10;q11;q13;n0;q15_1;q15_3;q15_2;q15_4;q16;q12;	49.229.174.43	38751223	"Browser:Chrome, Version:145.0.0.0, OS:Android, OSVer:10, isMobile:true, Screen:Current Resolution: 732x458, Available Resolution: 732x458, Color Depth: 24, Device XDPI: undefined, Device YDPI: undefined, UseCookie:true"	sms			วุฒิพงษ์ ดิเรกพัฒนา	824649921	2	1	5	3	3	2	1	2	5	4	9	2	4	1	1	1																		1	1				1										0	1																		1	1														3001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	15	1	14	1	3	4	2	1	5	4	4	2	4	4	4	4	3	6	5	5	2	5	4	5	5	5	5	4	4	2	3	4	3	4	3	6	5	5	1	5	4	5	5	5	2	4	1	3	2	4	1	3	A - ลวดลายที่เป็นรูปวงกลมดูมีมิติซ้อนๆทับกันเหมือนฟองเครื่องดื่มที่มีความซ่า แต่ตัวหนังสือคำว่า Classic ที่ทับซ้อนอยู่บนลวดลายวงกลม ไม่ค่อยชัดเจน ตัวหนังสือเป็นสีเงินทำให้ไม่ค่อยโดดเด่นสะดุดตา น่าจะเป็นตัวหนังสือสีทองอาจจะทำให้ตัวหนังสือเด่นชัดมากขึ้น B - ลวดลายดีไซน์กราฟฟิกที่เป็นตัวหนังสือภาษาอังกฤษสีชมพูดูเป็นแนวอาร์ตๆดี ตัวหนังสือไม่เยอะไป ไม่ทำให้รกสายตาเวลามอง  คำว่า CLASSIC เป็นตัวหนังสือสีขาวทำให้มองเห็นได้ชัดเจน C - ลวดลายดีไซน์บนฉลากบรรจุภัณฑ์ดูธรรมดาไปหน่อยคล้ายลายน้ำไม่ค่อยดึงดูดใจ ดีไซน์ดูเรียบง่ายเกินไป D - ลวดลายกราฟฟิกดีไซน์บนฉลากบรรจุภัณฑ์ดูอาร์ตเป็นศิลปะเหมือนลายไทยทำให้สินค้าดูคลาสสิคดูพรีเมี่ยมหรูหราขึ้น W - โลโก้ spy wine cooler ตัวหนังสือดูมีมิติมีการเล่นลายเส้นตัดขอบสีดำทำให้ตัวหนังสือดูหนาชัดเจนมากขึ้น  X - โลโก้ spy wine cooler ดูเรียบเป็นทางการไปหน่อยเป็นตัวพิมพ์ธรรมดา  คำว่า WINE มีตัว i ที่คล้ายรูปขวดทำให้เก๋ขึ้นมานิดนึง Y - โลโก้คำว่า SPY เป็นตัวหนังสือตัวพิมพ์ดูแข็งทื่อ ดูไม่ค่อยน่าดึงดูดใจ Z - ตัว S ตัวใหญ่กว่าตัว p และตัว y ทำให้เน้นคำว่าสปายได้ชัดเจน และตัว y มีลูกเล่นเป็นจุด 3 จุดทำให้ดูทันสมัยมีดีไซน์ที่แตกต่างจากยี่ห้ออื่นๆ 	1	5	14	1	3	2	4	7	5	5	6	1	4	2	3
271	FINISH		2.02602E+13	2.02602E+13	2.02602E+13		38	thank	intro;s1;s3_2;s3_3;s3;s5;s6;s7a;s7b;s7c;s7d;s8;s10;quota;l0;q0;q1_1;q4_1;q1_4;q4_4;q1_3;q4_3;q1_2;q4_2;q10;q11;q13;n0;q15_1;q15_4;q15_2;q15_3;q16;q12;	49.229.174.43	38751223	"Browser:Chrome, Version:145.0.0.0, OS:Android, OSVer:10, isMobile:true, Screen:Current Resolution: 732x458, Available Resolution: 732x458, Color Depth: 24, Device XDPI: undefined, Device YDPI: undefined, UseCookie:true"	sms			พัชนีญา วารีรักษ์	886104807	1	1	5	3	2	2	2	2	5	3	9	2	3	4	1	1	1																	0	1				0					1			1		0	1	0																		1														3002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	15	1	15	1	4	3	2	1	5	4	4	2	4	4	3	4	3	6	4	4	2	4	4	5	4	5	4	3	3	2	3	3	3	3	3	6	4	4	1	4	4	4	5	5	2	4	1	3	2	4	1	3	A - สีของตัวหนังสือคำว่า Classic ที่เป็นสีเงินกลืนกับเส้นลวดลายที่เป็นรูปวงกลมไปหน่อยสีไม่ตัดกันทำให้ตัวหนังสือไม่ค่อยเด่น  โลโก้คำว่า SPY ที่อยู่ตรงคอขวดมองเห็นชัดเจนเพราะเป็นตัวหนังสือที่อยู่บนสีพื้นเรียบๆไม่มีลวดลาย B - ตัวหนังสือภาษาอังกฤษสีขาวทั้งหมดที่อยู่บนฉลากบรรจุภัณฑ์ตัดกันกับพื้นสีชมพูทำให้มองเห็นตัวหนังสืออ่านง่ายชัดเจน  ลวดลายดีไซน์บนฉลากบรรจุภัณฑ์ที่เป็นตัวอักษรภาษาอังกฤษไม่มากไม่น้อยเกินไปมีลวดลายกำลังพอดีทำให้ดูแล้วไม่รก C - ดีไซน์บรรจุภัณฑ์มองภาพรวมแล้วดูเรียบๆง่ายๆไปหน่อยเหมือนลวดลายลายน้ำธรรมดาไม่ค่อยโดดเด่นสะดุดตาเท่าไหร่ D - ตัวหนังสือภาษาอังกฤษ คำว่า spy wine cooler และคำว่า CLASSIC ที่อยู่บนฉลากอ่านง่ายเพราะมีตัดขอบเส้นสีดำทำให้ตัวหนังสือดูเด่นขึ้นมา ทำให้ตัวหนังสือมีมิติ ดีไซน์ลวดลายบนฉลากบรรจุภัณฑ์เป็นดีไซน์ที่ดูเป็นศิลปะดีทำให้สินค้าดูพรีเมี่ยมขึ้น W - โลโก้ดูรวมๆแล้วตัวหนังสือมองเห็นได้ชัดเจนอ่านง่ายสะดุดตา มีการตัดเส้นขอบสีดำทำให้ตัวหนังสือดูหนามีมิติมากขึ้น ตัว s มีความโค้งมนเว้าโค้งสวย X - โลโก้ SPY เป็นตัวพิมพ์ทำให้มองเห็นชื่อยี่ห้อได้ชัดเจน  ตัว p มีลูกเล่นส่วนโค้งตรงจุดตัดทำให้ดูตัวหนังสือไม่แข็งทื่อไป Y - โลโก้คำว่า SPY เป็นตัวพิมพ์ทำให้เห็นยี่ห้อชัดเจน ตัว i ที่คล้ายรูปขวด ทำให้โลโก้ดูน่ารักขึ้น Z - โลโก้คำว่า Spy มีความเป็นวัยรุ่นดีเพราะตัว y ที่มีจุด 3 จุดด้านข้างทำให้มองแล้วเก๋ดี ดูแล้วน่ารักไปอีกแบบนึง 	2	4	15	1	4	2	3	6	6	6	6	1	2	4	3
272	FINISH		2.02603E+13	2.02603E+13	2.02603E+13		38	thank	intro;s1;s3_2;s3_3;s3;s5;s6;s7a;s7b;s7c;s7d;s8;s10;quota;l0;q0;q1_2;q4_2;q1_1;q4_1;q1_3;q4_3;q1_4;q4_4;q10;q11;q13;n0;q15_2;q15_1;q15_3;q15_4;q16;q12;	223.24.94.175	38751223	"Browser:Chrome, Version:145.0.0.0, OS:Android, OSVer:10, isMobile:true, Screen:Current Resolution: 732x458, Available Resolution: 732x458, Color Depth: 24, Device XDPI: undefined, Device YDPI: undefined, UseCookie:true"	sms			นที สุขเกษม	946033721	2	1	5	3	3	2	1	2	5	3	9	2	4	3	2	1					1				1									1	1				1										0	1																		1					1										3001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	15	1	16	2	1	3	4	1	7	5	5	2	5	5	5	5	5	6	4	4	2	4	4	4	4	4	6	4	4	2	4	5	4	4	4	7	5	5	1	5	4	5	5	5	1	4	2	3	1	4	2	3	A - designน่ารักทันสมัยรูปวงกลมให้ความรู้สึกเหมือนฟองเครื่องดื่มที่มีอัดก๊าซมีความซ่าดื่มแล้วสดชื่น B - ตัวหนังสือสีชมพูเข้มภาษาอังกฤษที่เป็นลวดลายบนพื้นสีชมพูเป็นตัวพิมพ์ใหญ่ ตัวหนังสือไม่เยอะเกินไปทำให้ดูแล้วไม่รกเลอะเทอะดูสบายตา C - ดีไซน์ที่เป็นลวดลายน้ำมองแล้วดูสบายตาให้ความรู้สึกเย็นสดชื่นถ้าได้ดื่ม D - ลวดลายเส้นดีไซน์ที่อยู่บนพื้นสีชมพูมีความคลาสสิคดูหรูหรา ทำให้สินค้าดูมีราคาแพง ดูพรีเมียมขึ้น W - โลโก้ SPY มีดีไซน์ที่เก๋ทันสมัย ไม่ล้าหลัง ตัว S มีเคิร์ฟโค้งเว้าที่สวยงาม  ตัดด้วยขอบเส้นสีดำ ทำให้ตัวหนังสือดูมีมิติอ่านได้เห็นได้สะดุดตามากขึ้น X - โลโก้spyอ่านง่ายเป็นตัวพิมพ์ ตรงตัว p มีลูกเล่นโค้งตรงจุดตัดทำให้ตัวหนังสือไม่ดูแข็งทื่อไป Y - โลโก้ spy เป็นตัวพิมพ์ทำให้มองเห็นอ่านง่าย Z - โลโก้ spy มีความอินเทรนด์ มีการเล่นลูกเล่นที่ตัว y ทำให้ดูเหมาะกับวัยรุ่นดีไซน์เท่ห์ดี 	1	5	16	2	1	3	4	7	6	6	7	4	1	2	3
273	FINISH		2.02603E+13	2.02603E+13	2.02603E+13		38	thank	intro;s1;s3_2;s3_3;s3;s5;s6;s7a;s7b;s7c;s7d;s8;s10;quota;l0;q0;q1_2;q4_2;q1_3;q4_3;q1_4;q4_4;q1_1;q4_1;q10;q11;q13;n0;q15_2;q15_3;q15_4;q15_1;q16;q12;	49.237.109.175	38751223	"Browser:Chrome, Version:145.0.0.0, OS:Android, OSVer:10, isMobile:true, Screen:Current Resolution: 732x458, Available Resolution: 732x458, Color Depth: 24, Device XDPI: undefined, Device YDPI: undefined, UseCookie:true"	sms			ณัฐธยา ถนอมศิลป์	851733569	1	1	5	3	3	2	2	2	5	4	9	2	4	4	2	1	1																	0	1	1											1		0	1																			1	1													3002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	15	1	17	2	3	4	1	1	6	4	4	2	4	5	4	4	5	6	4	4	2	4	4	4	5	4	6	4	4	2	4	5	4	4	4	7	5	5	1	5	5	5	5	5	4	1	3	2	4	1	3	2	A - ดีไซน์บรรจุภัณฑ์มีความแปลกสะดุดตา ดีไซน์ดูมีความร่วมสมัย รูปวงกลมให้ความรู้สึกเหมือนฟองซ่าของเครื่องดื่มทำให้รู้สึกว่าดื่มแล้วน่าจะสดชื่น B - ตัวหนังสือภาษาอังกฤษที่เป็นสีขาวอยู่บนพื้นสีชมพูเข้มทำให้มองเห็นได้ชัดเจน C - ดีไซน์บรรจุภัณฑ์มีลวดลายที่มองดูแล้วสบายตา ดีไซน์ลวดลายคล้ายลายน้ำให้ความรู้สึกเป็นธรรมชาติ D - ดีไซน์บรรจุภัณฑ์มีภาพรวมที่ดูคลาสสิคหรูหราร่วมสมัย ลวดลายเส้นที่อยู่บนพื้นฉลากสีชมพูมีเอกลักษณ์ความเป็นไทยดูสวยงาม W - โลโก้ SPY ตัวหนังสือมองเห็นได้ชัดเจนมีการเล่นเส้นตัดขอบสีดำทำให้ตัวหนังสือมีมิติ X - รูปขวดน่ารักดีที่ใช้แทนตัวอักษรตัว i Y - รูปขวดน่ารักดีที่ใช้แทนตัวอักษรตัว i Z - ดีไซน์ของตัว y มีลูกเล่นที่น่าสนใจ ตรงจุด 3 จุดทำให้ดูสะดุดตาเวลามอง 	1	5	17	2	3	4	1	7	6	6	6	1	4	2	3
